id,name,is_manufacturer
14751,DIASORIN/AMERICAN STANDARD COMPANIES,1
14752,"Q.I. MEDICAL, INC.",1
14753,MAYBE?MOM,1
14754,RENFRO CORPORATION,1
14755,PERCEPTIVE SOFTWARE,1
14756,"AMERICAN HEALTHCARE SUPPLY CO., INC.",1
14757,"PETER G. FINAMORE, SR.",1
14758,"EEMSO, INC.",1
14759,"MEDPAK, LLC",1
14760,"INTERSPEC, INC.",1
14761,"GLOBAL MEDICAL TECHNOLOGIES, INC.",1
14762,TRUEMED GROUP LLC,1
14763,"FEMTEK, INC.",1
14764,PROMIDENT LLC,1
14765,NATIONAL-STANDARD MEDICAL PRODUCTS,1
14766,ACCESS / GOD LOVES YOU,1
14767,TELEBRANDS CORP,1
14768,WARD AND ASSOC.,1
14769,GIVEN IMAGING LTD.,1
14770,"GENERAL COMPONENTS INTL., INC.",1
14771,SEAC S.R.L.,1
14772,"DENTIUM CO., LTD",1
14773,ORTHO GNATHICS LLC,1
14774,"PREPARED MEDIA LABORATORY, INC.",1
14775,"TICK KIT, INC.",1
14776,APPLIED MEDICAL RESOURCES,1
14777,DENTRONIX INC.,1
14778,"MALAYTEX USA, INC.",1
14779,THE GENETICS INSTITUTE,1
14780,"ARCHIVAL TECHNOLOGIES, INC.",1
14781,MEDCON LTD.,1
14782,BIOSENSORS INTL. PTE. LTD.,1
14783,KEVEX CORP.,1
14784,"SHANDONG XINGYU GLOVES CO., LTD",1
14785,MEDFACT ENGINEERING GMBH,1
14786,XIAMEN CHENYI PLASTICS INDUSTRIAL CO. LTD.,1
14787,KNOCHEN DENTAL LABORATORY,1
14788,"MYOTRONICS-NOROMED, INC.",1
14789,TOHKAI PRECISION IND. LTD.,1
14790,ACON LABORATORIES,1
14791,"RENESCO INTERNATIONAL, INC.",1
14792,"TOPICAL TESTING, INC.",1
14793,BIO-MED USA INC,1
14794,"FRANK TANAKA, OCULARIST, INC.",1
14795,SK MED,1
14796,"ORICH MEDICAL EQUIPMENT (TIANJIN) CO., LTD.",1
14797,"SOLTA MEDICAL, INC.",1
14798,"ARZCO MEDICAL ELECTRONICS, INC.",1
14799,"TERUMO MEDICAL PRODUCTS HANGZHOU CO., LTD.",1
14800,GARY PLASTIC PACKAGING CORP.,1
14801,"ALLIQUA BIOMEDICAL, INC",1
14802,HEDD INDUSTRY CORP.,1
14803,"PHARMACEUTICAL INNOVATIONS, INC.",1
14804,DREAMED DIABETES LTD,1
14805,ARJO HOSPITAL EQUIPMENT AB,1
14806,"BIOCHEM IMMUNOSYSTEMS (U.S.), INC.",1
14807,RAE MEDICAL CORP.,1
14808,VASTEK,1
14809,WUHU SNNA MEDICAL TREATMENT APPLIANCE TECHNOLOGY C,1
14810,"MICHAEL D. WILLIAMS,DDS PA",1
14811,TAG MEDICAL PRODUCTS,1
14812,"CROSSTREES MEDICAL, INC.",1
14813,"CRANBURY MEDICAL LABS, INC.",1
14814,MATORTHO,1
14815,"SKY WISE MEDICAL INSTRUMENT (SHEN ZHEN) CO., LTD.",1
14816,ORIOLA OY FINNDENT,1
14817,REBOX (UK) LTD.,1
14818,GENETESIS INC.,1
14819,CREDENT CO.,1
14820,INTOUCH TECHNOLOGIES,1
14821,"SHEN ZHEN COSBEAUTY CO.,LTD.",1
14822,BEWELL CONNECT CORP.,1
14823,FRIENDLY SENSORS AG,1
14824,"PRUGEN, INC.",1
14825,BRANDWYNNE CORP.,1
14826,"DIAMED DIVISION ILL. TOOL WORKS, INC.",1
14827,"NEOGUIDE SYSTEMS, INC.",1
14828,"REMENDIUM LABS, LLC",1
14829,"ADVANCED REHABILITATIVE TECHNOLOGY, INC.",1
14830,KURON HEALTH PRODUCTS CORP.,1
14831,"SINCERE MEDICAL DEVICE CO., LTD.",1
14832,"TOUCH SCIENTIFIC, INC.",1
14833,INTROMED,1
14834,"RESEARCH INSTRUMENTATION ASSOCIATES, INC.",1
14835,VITA,1
14836,NORTH EAST MONITORING INC.,1
14837,PARKERMEDICALINC,1
14838,"RITA MEDICAL SYSTEMS, INC.",1
14839,"F.F.F. ENTERPRISES, INC.",1
14840,CAMBRIDGE LIFE SCIENCES PLC.,1
14841,"CALCITEC, INC",1
14842,"COSMEDTECH, INC.",1
14843,"STARCHILD, INC.",1
14844,INFRASONICS CORP.,1
14845,"VOMARIS INNOVATIONS, INC.",1
14846,MYOSCIENCE INC,1
14847,SHARPLIGHT TECHNOLOGIES LTD.,1
14848,"WIEN LABORATORIES, INC.",1
14849,ELECTRON JSCO.,1
14850,"SOLWAY, INC.",1
14851,INTRA LASE CORP.,1
14852,INTL. MEDICAL DEVICES LTD.,1
14853,"THERADOME, INC",1
14854,"XILAS MEDICAL, INC.",1
14855,TREK DIAGNOSTIC SYSTEMS,1
14856,VSC HEALTH CARE PRODUCTS,1
14857,MUSKOGEE REGIONAL HEARING AID LAB,1
14858,XPDENT CORP.,1
14859,"HARVEST TECHNOLOGIES, LLC.",1
14860,"DIVERSE TECHNOLOGIES, INC.",1
14861,CANON INC.,1
14862,"POLYMEDICA INDUSTRIES, INC.",1
14863,BEMISS JASON CORP.,1
14864,BAUSCH + LOMB INCORPORATED,1
14865,ETHOS MEDICAL PRODUCTS LTD.,1
14866,SQUIBB DIAGNOSTICS,1
14867,"FRIGITRONICS, INC.",1
14868,"TOPCON MEDICAL LASER SYSTEMS, INC",1
14869,"VIDEO-MEDICAL DEVICES, LTD.",1
14870,"UNION MEDICAL SHENZHEN CO., LTD.",1
14871,VAREX IMAGING CORPORATION,1
14872,INTERVENTIONAL THERAPEUTICS CORP.,1
14873,"KELYNIAM GLOBAL, INC.",1
14874,"DIAGNOSTIC TESTING, INC.",1
14875,"HAND INNOVATIONS, INC.",1
14876,PARAGON OPTICAL CO.,1
14877,MEDISONIC TECHNOLOGY CO,1
14878,JIANGSU KONSUNG BIO-MEDICAL SCIENCE & TECHNOLOGY CO. LTD,1
14879,KOSSAN LATEX INDUSTRIES(M)SDN BHD,1
14880,"SIGMA INTL. GENERAL MEDICAL APPARATUS, INC.",1
14881,"MEDICAL & PHARMACEUTICAL SUPPLIES, INC.",1
14882,"ROCHE DIAGNOSTIC SYSTEMS, INC.",1
14883,BECKMAN COULTER CELLULAR,1
14884,UNIJECT GLOVES PCL,1
14885,"CYPRESS MEDICAL MFG., INC.",1
14886,SOFAMOR DANEK USA,1
14887,DEPALT INC.,1
14888,"OPTIMIZE, INC.",1
14889,"EPIX ORTHOPAEDIC, CORP.",1
14890,INTERSON CORP.,1
14891,CHEETAH MEDICAL INC.,1
14892,MAQUET GMBH AND CO. KG,1
14893,"INTOUCH HEALTH, INC.",1
14894,CEDARS MEDICAL CENTER,1
14895,"GEMSS MEDICAL SYSTEMS CO., LTD",1
14896,TRANSPHOTON CORPORATION,1
14897,"X-RAY MFG. & SALES, INC.",1
14898,XSTRAHL LTD.,1
14899,"SHIAN JIA MEEI ENTERPRISE CO., LTD.",1
14900,"UNITRON INDUSTRIES, INC.",1
14901,TOUCH MEDICAL SOLUTIONS INC.,1
14902,"BODYLOG, INC.",1
14903,"PULSETREND, INC.",1
14904,"NEICH MEDICAL(SHENZHEN)COMPANY, LTD.",1
14905,BIOCOMPOSITES LTD.,1
14906,CHIRON OPHTHALMICS,1
14907,"COST RITE HEALTH PRODUCTS, INC.",1
14908,"SHIJIAZHUANG HYLAND PLASTIC CO., LTD",1
14909,P.K. MORGAN LTD.,1
14910,"BIO-IMAGING RESEARCH, INC.",1
14911,IMPEDIMED LIMITED,1
14912,"OPTACRYL, INC.",1
14913,"UNITED CHAIR MFG., LLC.",1
14914,DELBIO INCORPORATED,1
14915,"CERTIFIED SAFETY MFG., INC.",1
14916,CHUNG SHIANG RUBBER INDUSTRIAL CO.,1
14917,DIO CORPORATION,1
14918,"DERMAWAVE, LLC",1
14919,"TRANSENTERIX, INC.",1
14920,"MOWBRAY CO., INC.",1
14921,THE SNORE RELIEVER COMPANY LLC,1
14922,"QILU (CHINA) GOOD LUCK CHEMICAL FIBERS, INC.",1
14923,ACE VISION GROUP,1
14924,"AURORA TECHNOLOGY, INC.",1
14925,"ARION WATER, INC.",1
14926,DBT MEDICAL LTD.,1
14927,"SCI-PHARM, INC.",1
14928,ARGENTUM INTERNATIONAL LLC.,1
14929,CAIRCO LTD.,1
14930,"K-SEVEN INDUSTRIES, INC.",1
14931,"HYCLONE LABORATORIES, INC.",1
14932,FIRSTKIND LIMITED,1
14933,NCL CORP.,1
14934,TOUCH CORP.,1
14935,HZI RESEARCH CENTER,1
14936,NAKANISHI INC.,1
14937,"GOLDEN DENTAL PRODUCTS, INC.",1
14938,"LIFE IMAGE, INC.",1
14939,"BIOMEDICAL COMPOSITES, LTD.",1
14940,"PACIFIC LIN INTL., CO.",1
14941,"TATUNG COMPANY OF AMERICA, INC.",1
14942,IRAY TECHNOLOGY (SHANGHAI) LTD.,1
14943,"BELIMED, INC.",1
14944,BITE-A-BLOCK,1
14945,"WATERSTONE MEDICAL, INC.",1
14946,ASCENSION ORTHOPEDIC,1
14947,"VERICHEM LABORATORIES, INC.",1
14948,EMMEBI SRL,1
14949,"CANTON MEDICAL, INC.",1
14950,ENTROTECH LIFE SCIENCES INC.,1
14951,REGAM MEDICAL SYSTEMS,1
14952,"LEXI CO., LTD.",1
14953,A-TEK MEDICAL SUPPLY,1
14954,"CAPSOVISION, INC.",1
14955,KURARAY MEDICAL INC.,1
14956,THERADOME INC.,1
14957,MEDIMAPS GROUP SA,1
14958,ILLUMIGYN LTD.,1
14959,INTELLIGENT HEARING SYSTEMS,1
14960,CLINICAL MICROSYSTEMS INTL.,1
14961,"VESCO MEDICAL, LLC",1
14962,"CORE ESSENCE ORTHOPAEDICS, LLC",1
14963,MEDELA LLC,1
14964,TZORA ACTIVE SYSTEMS LTD.,1
14965,"DOXTECH, INC.",1
14966,"UMECO, INC.",1
14967,"ANTHONY DON MICHAEL, M.D.",1
14968,D.T. DAVIS ENTERPRISES LTD.,1
14969,"DIATECH DIAGNOSTICS,INC.",1
14970,"CIMARRON INSTRUMENTS, INC.",1
14971,ISYS MEDICAL LTD.,1
14972,"DR. LEE CO., LTD.",1
14973,KING YIELD HONGKONG LIMITED,1
14974,"CLAYTON MEDICAL PRODUCTS, INC.",1
14975,"MEDI-DENT AMERICAN, INC.",1
14976,POLYMEDICS INNOVATIONS GMBH,1
14977,SYNC-RX LTD,1
14978,ANODYNE,1
14979,STONY BROOK TRADING AND DEVELOPMENT CORP.,1
14980,"INCISIVE, INC. (FORMERLY NAMED INCISIVE, LLC)",1
14981,RUDOLF MEDICAL GMBH + CO. KG,1
14982,IVOCLAR VIVADENT AG,1
14983,"ROUGE ENT., INC.",1
14984,"ANGIODYNAMICS, INC.",1
14985,"ZIMMER, INC",1
14986,"WUHAN GIGAA OPTRONICS TECHNOLOGY CO., LTD",1
14987,"DYNAMIC FUNCTIONAL POSITIONER, INC.",1
14988,VEHICLE DYNAMICS,1
14989,MITEK PRODUCTS,1
14990,"ROEI MEDICAL TECHNOLOGIES, LTD.",1
14991,"INNERSPACE MEDICAL, INC.",1
14992,"SENSE4BABY, INC.",1
14993,"MIRADENT DISTRIBUTING CO., LLC.",1
14994,PARACE LLC,1
14995,VITAIRE CORP.,1
14996,PHOENIX MEDICAL ELECTRONICS,1
14997,MEDIMEX HOLFELD GMBH & CO.,1
14998,KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA,1
14999,"ZUGA MEDICAL, INC.",1
15000,PRECISION MEDICAL INC.,1
15001,"BOLDEN PRODUCTS, DIV. OF THE TRANSPORT GROUP",1
15002,"NOVO NORODISK PHARMACEUTICALS, INC.",1
15003,"GUANGDONG BIOLIGHT MEDITECH CO., LTD",1
15004,STEMICS S.A.S,1
15005,"HEALTHMYNE, INC",1
15006,DHD HEALTHCARE CORP.,1
15007,ALPHA ORTHOPAEDICS,1
15008,"MPW INDUSTRIAL WATER SERVICES, INC.",1
15009,"WINNER INDUSTRIES (SHENZHEN) CO., LTD.",1
15010,PHARMAQUEST CORP.,1
15011,"SIGMA VISION, INC.",1
15012,DIGIBIO TECHNOLOGY CORP.,1
15013,LABORATORIO RODRIGUEZ CORSWANT S.R.L.,1
15014,MAGNATRADE CORP.,1
15015,FITCO DIPPED PRODUCTS PVT. LTD,1
15016,"BIOPHOR DIAGNOSTICS, INC.",1
15017,INSTRUMENTARIUM CORP.,1
15018,GILLEN INDUSTRIES,1
15019,UROLOGICAL INC.,1
15020,"DENTAL CHOICE HOLDINGS, LLC",1
15021,UNIDUS CORP.,1
15022,"INNOSPINE, INC.",1
15023,KAMEI INTL. CORP.,1
15024,MEDCOOL INC,1
15025,PERINDUSTRIAN MASMUAR SDN BHD,1
15026,"DAKO NORTH AMERICA, INC.",1
15027,"ERAGEN BIOSCIENCES, INC.",1
15028,"SHENZHEN CREATIVE INDUSTRY CO., LTD.",1
15029,"SRI TRANG GLOVES (THAILAND) CO., LTD.",1
15030,WITHINGS,1
15031,CERAMIC CORE CORP.,1
15032,RITA MEDICAL SYSTEMS INC,1
15033,SPEEDTECH SDN BHD,1
15034,JAY KENNY TEMPLETON,1
15035,"INVERCHAIR MARKETING, INC.",1
15036,"BLUE OCEAN MEDICAL PRODUCT, LLC.",1
15037,"CYPRANE NORTH AMERICA, INC.",1
15038,"MEDLINE, INDUSTRIES, INC.",1
15039,"INCON DIVERSIFIED INDUSTRIES, INC.",1
15040,EOS IMAGING INC.,1
15041,BLACKFORD ANALYSIS LTD,1
15042,"EKC, INC.",1
15043,THE STRAUMANN CO.,1
15044,"SPARTAN ULTRASONICS, INC.",1
15045,HERAEUS DENTAL GOLD CORP.,1
15046,"SUZUKEN CO., LTD.",1
15047,XIKON TECHNOLOGY,1
15048,"SURGICAL DIRECT, INC.",1
15049,"WRIGHT LABORATORIES, INC.",1
15050,"CALDWELL, JUSTISS & CO., INC.",1
15051,"SOLARC SYSTEMS, INC.",1
15052,TIME MOTION SYSTEM CO.,1
15053,"LHB INDUSTRIES, INC.",1
15054,TRADE RESOURCES LTD.,1
15055,"OFFICE OF THE SURGEON GENERAL, U.S. ARMY",1
15056,"RADIATION TECHNOLOGY, INC.",1
15057,"OUTSET MEDICAL, INC.",1
15058,"ALBA-WALDENSIAN, INC.",1
15059,PERINATAL SYSTEMS,1
15060,"ACCUTOME, INC.",1
15061,LIBERTY ENT.,1
15062,"RENAL SCIENTIFIC SERVICE, INC.",1
15063,"CATALINA, INC.",1
15064,WRM COMPUTERS,1
15065,KL MARTIN L.P.,1
15066,MDM ENTERPRISE CORP.,1
15067,AGAPLASTIC IND. COM. LTDA.,1
15068,"SAFECARE BIOTECH (HANGZHOU)CO.,LTD.",1
15069,"PATIENT POCKET, LLC",1
15070,TRI-STAR OPHTHALMIC,1
15071,"LA LUMIERE, LLC",1
15072,TISSUE REGENERATION TECHNOLOGIES,1
15073,RELIEFBAND TECHNOLOGIES,1
15074,"EISCHOCO, INC.",1
15075,"BIOLECTRON, INC.",1
15076,QUANTITATIVE,1
15077,"INTL. SOLARIUM MANUFACTURER, INC.",1
15078,BAR CODE COMPUTER LTD,1
15079,"SHENZHEN KONMED TECHNOLOGY CO., LTD.",1
15080,"JINNWAH ENT., INC.",1
15081,PROWELL INDUSTRIES SDN. BHD.,1
15082,"NEUWAVE MEDICAL, INC.",1
15083,OPTASIA MEDICAL,1
15084,LOUISE C. MYERS,1
15085,"BIOGENNIX, LLC",1
15086,SHANDONG HUGE DENTAL MATERIAL CORPORATION,1
15087,"FOR MED, INC.",1
15088,PDZ-EUROPA LTD.,1
15089,"BIO-PRODUCTS, INC.",1
15090,"ETHICON ENDO-SUGERY, LLC",1
15091,"BT MEDICAL CO., INC.",1
15092,S.B.M. SAS SCIENCES FOR BIO MATERIALS,1
15093,NLT SPINE LTD,1
15094,"MEDICAL ENTERPRISES, LTD.",1
15095,"MEDSTAR, INC.",1
15096,ERICH JAEGER B.V.,1
15097,P.T. SETIO HARTO LTD.,1
15098,"NORTHEAST BIOMEDICAL LABS., INC.",1
15099,ACME MEDICAL SCALE CO.,1
15100,ORBITEC TECHNOLOGIES CORP.,1
15101,TRACTUS CORPORATION,1
15102,"VASCULAR SOLUTIONS, LLC",1
15103,"PAIEON, INC.",1
15104,"SUNMED, INC.",1
15105,BREGAS AB,1
15106,ETHICON GMBH,1
15107,"ROTA SYSTEMS,INC.",1
15108,"INTERNAL FIXATION SYSTEMS, INC.",1
15109,MONLYCKE HEALTH CARE,1
15110,FIAB SPA,1
15111,"ULTRAVENA INDUSTRIES, LTD.",1
15112,ESI,1
15113,LLEVENTON,1
15114,TELECTRONICS AND CONTROL PACING SYSTEMS,1
15115,ATL INTERSPEC CARDIOLOGY,1
15116,LEIBINGER & FISCHER LTD.,1
15117,MICROSOFT CORP.,1
15118,"FIBRE FORMATIONS, INC.",1
15119,"AXON SYSTEMS, INC.",1
15120,TECHMAH MEDICAL LLC,1
15121,"ZEN STRONG MEDICAL TECHNOLOGY CO., LTD",1
15122,XERIDIEM (FORMERLY MRI),1
15123,RICK ROBBIN & FREDERICK AUERBACH,1
15124,"COAXIA, INC.",1
15125,FILHOL,1
15126,"MADSEN NORTH AMERICA, INC.",1
15127,BOLING PRECISION COMPONENTS CO.,1
15128,AMERICAN JET INJECTOR CORP.,1
15129,SHANGHAI CHANGZHENG LATEX FACTORY,1
15130,JEFFREY H. ATTLIN,1
15131,KIDS II,1
15132,"OPHTHALMIC LABS, INC.",1
15133,TERRAGENE SA,1
15134,CAMTRONICS MEDICAL SYSTEMS,1
15135,"DONGGUAN PRESTIGE SPORTING GOODS CO., LTD.",1
15136,"THE INSTITUTE FOR RADIOLOGICAL IMAGE SCIENCES, INC",1
15137,"PORTAL 724, LLC",1
15138,"GALENICA ENTERPRISES, INC.",1
15139,A1 GLOVE SDN BHD,1
15140,"HOWMEDICA, INC.",1
15141,"RESPIRION, INC.",1
15142,KENDA USA,1
15143,LIOFILCHEM S.R.L.,1
15144,ASSOCIATED MEDICAL PRODUCTS CO.,1
15145,"NATUROPATHIC LABORATORIES INTERNATIONAL, INC.",1
15146,AMDENT AB,1
15147,"TECHEN SAFETY, INC.",1
15148,KJAERULFF REHABILITATION A/S,1
15149,"CAO GROUP, INC.",1
15150,WICKIMED SUPPLY LIMITED,1
15151,"REACTOR EXPERIMENTS, INC.",1
15152,NYEGAARD & CO. A/S,1
15153,FINE SURGICAL INSTRUMENT CORP.,1
15154,"VECTRACOR, INC.",1
15155,"SUNOX, INC.",1
15156,MEDTREK CORP.,1
15157,"OMNIGUIDE, INC",1
15158,NEOTHERMIA CORPORATION,1
15159,HEMOSTACE LLC.,1
15160,EXCEL-TECH LTD. (XLTEK),1
15161,DEVON MEDICAL PRODUCTS (JIANGSU) LTD.,1
15162,ETHICARE,1
15163,"GEL-E, INC.",1
15164,STACKHOUSE ASSOC.,1
15165,"GLASROCK PLASTICS, INC.",1
15166,"ALL MEDICUS CO., LTD.",1
15167,"HEIWA ELECTRONIC INDUSTRIAL CO., LTD.",1
15168,"YOUNGSHENGPLASTIC CO., LTD",1
15169,"LITE SPECIALTY METAL WORKS, INC.",1
15170,"CARAPACE, INC.",1
15171,"ELEKTA ONCOLOGY SYSTEMS, LTD.",1
15172,QUANTIB BV,1
15173,CORSENS MEDICAL LTD.,1
15174,VISARD SRL,1
15175,"IMAGING SCIENCES INTERNATIONAL, LLC",1
15176,"HYGEIA MEDICAL, INC.",1
15177,J.P.I. CHICAGO CO.,1
15178,"ALPHATEC MFG., INC.",1
15179,CORIN USA LIMITED,1
15180,HINDUSTAN LATEX LTD.,1
15181,LIQUID TECHNOLOGY CORP.,1
15182,"BEXLEY TRADING, INC.",1
15183,MEDIC VISION BRAIN TECHNOLOGIES LTD,1
15184,SIGNOSTICS LIMITED,1
15185,HEALTHCARE GLOVES SDN BHD,1
15186,PACIFIC OPHTHALMIC SUPPLY,1
15187,"SALTON, INC.",1
15188,"XANACARE TECHNOLOGIES, LLC",1
15189,"CURAMEDICAL, BV",1
15190,GIBSON'S MFG. CORP.,1
15191,"MEDELA, INC",1
15192,THERMEDX LLC,1
15193,"DEXCOWIN CO., LTD.",1
15194,"INNOVATIVE HEALTH, LLC.",1
15195,SIE LTD SURGICAL INSTRUMENT ENGINEERING,1
15196,HEMIPAN TRADING & MFG. CO. (P) LTD.,1
15197,OLYMPUS AMERICA INC.,1
15198,"BIO-BLITZ, INC.",1
15199,CENDRES & METAUX SA,1
15200,LUNAR RADIATION CORP.,1
15201,"BIOS, INC.",1
15202,"DEL PHARMACEUTICALS, INC.",1
15203,"CARDIO SURGICAL RESEARCH, INC.",1
15204,UTHOFF DENTAL MFG.,1
15205,"NEUROCORP, LTD.",1
15206,B & L ENT. CO.,1
15207,ENCISION INC.,1
15208,"ECHOTECH 3D IMAGING SYSTEMS, INC.",1
15209,COALESCENT SURGICAL,1
15210,"VACUMED, DIV. OF VACUMETRICS, INC.",1
15211,BOVA INTL.,1
15212,"PRYTIME MEDICAL DEVICES, INC",1
15213,"HYDRO-MED PRODUCTS, INC.",1
15214,LIGHT SCALPEL LLC,1
15215,"REICHERT-JUNG, INC.",1
15216,COMPETENT DESIGN,1
15217,SPS MEDICAL SUPPLY CORP.,1
15218,VICTOR,1
15219,ETGAR GROUP H.M.Y.A. LTD.,1
15220,ALBORS-MENCONI LATEX CORP.,1
15221,"SHANDONG YIFAN PLASTIC PRODUCTS CO., LTD",1
15222,"ELETROCORE, LLC",1
15223,TELESCAN MEDICAL SYSTEMS,1
15224,REDENT NOVA LTD,1
15225,CLEARLAB PTE LTD.,1
15226,"VITALMETRICS, INC.",1
15227,"COMBI CO. LTD., C/O MITSUI & CO. U.S.A., INC.",1
15228,"CUSTOM MEDICAL PRODUCTS, LTD.",1
15229,DENAR CORP.,1
15230,IBL-HAMBURG GMBH,1
15231,"DBA SYSTEMS, INC.",1
15232,STEINBEIS-TRANSFERZENTRUM MEDIZINISCHE INFORMATIK,1
15233,TECNOL-TECNICA NACIONAL DE OCULOS LTDA,1
15234,"CHALLENGE PRODUCTS, INC.",1
15235,"GINSBERG SCIENTIFIC, INC.",1
15236,"RINAL SYSTEMS, INC.",1
15237,MAR-MED CO.,1
15238,"HOFFMAN LABORATORIES, LLC",1
15239,MICROGENICS CORPORATION,1
15240,THORNHILL RESEARCH INC.,1
15241,"KISWOOD MANUFACTURING, INC.",1
15242,MICROVAPER DEVICES,1
15243,"SHENZHEN ANT HI-TECH INDUSTRIAL CO., LTD",1
15244,"POS TECHNOLOGIES, INC.",1
15245,"MAURICES J. FAGAN, JR. B.S., D.D.S.",1
15246,CREGANNA MEDICAL DEVICES,1
15247,PERRIGO CO.,1
15248,AGAMATRIX,1
15249,LYSTA A/S,1
15250,"VITAL CANADA, INC.",1
15251,"BECKMAN COULTER, INC.",1
15252,"COCHLEAR LABORATORIES, LTD.",1
15253,LEICA BIOSYSTEMS NEWCASTLE LIMITED,1
15254,"MORRIS ROSENBLOOM & CO., INC.",1
15255,JUNIPER MEDICAL INC.,1
15256,"ORALABS, INC.",1
15257,AEROTEK,1
15258,VIDACARE CORPORATION,1
15259,"GLENVEIGH SURGICAL, LLC",1
15260,MBF HEALTH PRODUCTS BHD. SDN.,1
15261,"VISGENEER, INC.",1
15262,"MEDTOX DIAGNOSTICS, INC.",1
15263,"NORTHERN ORTHOPAEDIC PRODUCTS, INC.",1
15264,MIROZ INDUSTRIES CO.,1
15265,INTAI TECHNOLOGY CORP.,1
15266,"HI-TECH PHARMACAL, INC.",1
15267,ARKAY CO.,1
15268,GUNTER BISSINGER MEDIZINTECHNIK GMBH,1
15269,TUNG KUANG RUBBER FACTORY CO. LTD.,1
15270,"L H M ENT., INC.",1
15271,"DICKSTEIN, SHAPIRO & MORIN",1
15272,"TRINITY PARTNERS, LLC.",1
15273,CREASPINE,1
15274,SENSIBLE PRODUCTS,1
15275,"FLORIDA MEDICAL INDUSTRIES, INC.",1
15276,"JOYCE M. SHOTWELL, M.D.",1
15277,"VAS-CATH, INC.",1
15278,"ENDICOTT & BEAMAN, INC.",1
15279,"HARMONY HEARING AIDS, CO.",1
15280,"HEALTH TECHNOLOGY OF AMERICA, INC.",1
15281,"PULMONX, INC.",1
15282,"CONNECTICUT DIAGNOSTICS, LTD.",1
15283,"HEARING TECH, INC.",1
15284,"GERNOT LINDNER, LUNOR-VERTRIEB",1
15285,"VARIORAW, S.A.",1
15286,PULSATOR CORP.,1
15287,COMPACTCATH INC,1
15288,"EPI MEDICAL PRODUCTS, INC.",1
15289,TELEDYNE ELECTRONIC TECHNOLOGIES,1
15290,HILLARD W. WELCH,1
15291,"NEWPORT MEDICAL INSTRUMENTS, INC.",1
15292,"MEDICAL RESTRAINTS, INC.",1
15293,DIGITAL AIR CORP.,1
15294,VOCEL,1
15295,TA CHIA RUBBER IND. CORP.,1
15296,STEWART-RIESS LABS,1
15297,"GLENWOOD, LLC.",1
15298,HWA SHUN RUBBER ENT. CO. LTD.,1
15299,BARCO NV,1
15300,COLOPLAST CORP.,1
15301,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,1
15302,"G. PREMJEE (USA), INC.",1
15303,"DENTTIO, INC.",1
15304,"VISUALIZATION TECHNOLOGY, INC.",1
15305,INGEN ORTHOPEDICS LLC,1
15306,AGFA HEALTHCARE CORP.,1
15307,"KARTHIK ENGINEERING, INC.",1
15308,"HEBEI LEADER PLASTIC CO., LTD",1
15309,NORAV MEDICAL CORP.,1
15310,BAYSHORE SYSTEMS CORP.,1
15311,"PJM WORLDWIDE, LLC D/B/A PHOENIX MEDICAL TECHNOLOGY, LLC",1
15312,"SPACELABS BURDICK, INC.",1
15313,CPCA2000 INC,1
15314,MICARDIA CORPORATION,1
15315,DUO-DENT DENTAL IMPLANT SYSTEMS LLC.,1
15316,"GLASROCK PRODUCTS, INC.",1
15317,"COVALON TECHNOLOGIES, INC.",1
15318,"NIDEK MEDICAL PRODUCTS, INC.",1
15319,"TRITON MEDICAL, LLC",1
15320,"FERMCO BIOCHEMICS, INC.",1
15321,MEDIBELL MEDICAL VISION TECHNOLOGIES LTD.,1
15322,"LABSTYLE INNOVATION, LTD.",1
15323,AMERIWATER,1
15324,"VIDAMED, INC.",1
15325,CARDIO TECHNOLOGY LTD.,1
15326,EIKON HEALTHCARE DEVICE CORP.,1
15327,"U&I CORP., AMERICA",1
15328,"SANG-A FRONTEC CO., LTD",1
15329,MICRO TEK ENGINEERING,1
15330,"SHINCHANG MEDICAL CO., LTD.",1
15331,"ARTHEX, INC",1
15332,UNFORS INC.,1
15333,"NOVO NORDISK DIAGNOSTICS, LTD.",1
15334,NORMANDIN PACIFIC HOLDINGS CORP.,1
15335,UNITED THERAPEUTICS CORPORATION,1
15336,"LEICA MICROSYSTEMS, INC. O.I.D.",1
15337,"ATLANTIC INDUSTRIES, INC.",1
15338,"APOLLO ENTERPRISE, LTD. CO.",1
15339,MEDSOL CORP.,1
15340,"3B PRODUCTS, INC.",1
15341,SUNTORY INDUSTRIAL CO.,1
15342,SYLVANIA LIGHTING PRODUCTS,1
15343,SUPREME TONING SYSTEMS,1
15344,"ETHICON, INC.",1
15345,FRANKLIN SALES & MFG. CO.,1
15346,"TRACTION PRODUCTIONS, USA",1
15347,"DEPUY ACROMED, INC.",1
15348,"MECH-TRONIC PRECISION MFG.,LTD.",1
15349,EVER GROWTH (VIETNAM) CO. LTD.,1
15350,MEDICREA INTERNATIONAL S.A,1
15351,ALWAYS MORE MARKETING INC,1
15352,"CHILDREN'S HEALTH FIRST, INC.",1
15353,SUKAS SDN BHD,1
15354,IN2BONES SAS,1
15355,SCHILLER AG,1
15356,"LIF-O-GEN, INC.",1
15357,STEVEN FRANK MERCEREAU,1
15358,"MEDATRON, INC.",1
15359,"EAR CARE OF SO. CA., INC.",1
