id,device_id,predicate_id
71391,K143100,K033596
71392,K143101,K123975
71393,K143101,K120628
71394,K143102,K083675
71395,K143102,K973561
71396,K143102,K993933
71397,K143103,K982309
71398,K143103,K791137
71399,K143103,K120454
71400,K143104,K012307
71401,K143104,K060893
71402,K143104,K040795
71403,K143105,K133254
71404,K143105,K141305
71405,K143105,K140719
71406,K143106,K101281
71407,K143106,K030367
71408,K143107,K791832
71409,K143108,K963271
71410,K143108,K121932
71411,K143108,K063008
71412,K143110,K112643
71413,K143110,K091717
71414,K143110,K120353
71415,K143111,K112156
71416,K143113,K100761
71417,K143113,K082785
71418,K143113,K823726
71419,K143114,K020390
71420,K143115,K110958
71421,K143117,K112591
71422,K143117,K951113
71423,K143118,K972929
71424,K143120,K110661
71425,K143122,K133323
71426,K143123,K032598
71427,K143124,K063271
71428,K143124,K070175
71429,K143125,K141078
71430,K143126,K133614
71431,K143126,K143120
71432,K143126,P950019
71433,K143127,K980327
71434,K143127,K011050
71435,K143127,K010024
71436,K143127,K980325
71437,K143127,K011024
71438,K143128,K102344
71439,K143128,K110151
71440,K143131,K121529
71441,K143133,K102001
71442,K143133,K142979
71443,K143133,K132446
71444,K143133,K112784
71445,K143134,K021715
71446,K143135,K770977
71447,K143138,K133440
71448,K143138,K123964
71449,K143138,K041860
71450,K143139,K112437
71451,K143140,K082768
71452,K143141,K042790
71453,K143141,K042025
71454,K143141,K141494
71455,K143141,K040962
71456,K143141,K050439
71457,K143141,K032265
71458,K143142,K102436
71459,K143142,K071370
71460,K143142,K051719
71461,K143144,K971103
71462,K143144,K951848
71463,K143144,K933269
71464,K143145,K142538
71465,K143145,K120454
71466,K143146,K070039
71467,K143147,K113353
71468,K143148,K040991
71469,K143148,K954486
71470,K143148,K003467
71471,K143148,K003497
71472,K143149,K133221
71473,K143149,K100685
71474,K143150,K122075
71475,K143151,K063059
71476,K143152,K121108
71477,K143153,K080403
71478,K143154,K071687
71479,K143155,K080228
71480,K143155,K132426
71481,K143155,K140481
71482,K143157,K111989
71483,K143159,K030526
71484,K143159,K123390
71485,K143160,K121667
71486,K143160,K123264
71487,K143160,K111544
71488,K143161,K944602
71489,K143161,K143101
71490,K143163,K101051
71491,K143163,K120869
71492,K143163,K100865
71493,K143163,K133328
71494,K143163,K093704
71495,K143163,K141217
71496,K143163,K083661
71497,K143163,K093864
71498,K143164,K111355
71499,K143164,K043456
71500,K143164,K143104
71501,K143165,K080943
71502,K143165,K090949
71503,K143165,K021556
71504,K143169,K132930
71505,K143169,K081703
71506,K143171,K130914
71507,K143172,K980155
71508,K143172,K992396
71509,K143172,K142933
71510,K143172,K040542
71511,K143173,K121315
71512,K143175,K082786
71513,K143175,K111732
71514,K143175,K132974
71515,K143175,K052859
71516,K143175,K111285
71517,K143175,K083415
71518,K143175,K073495
71519,K143176,K130779
71520,K143176,K111694
71521,K143177,K980109
71522,K143178,K143171
71523,K143178,K103175
71524,K143179,K013385
71525,K143180,K103477
71526,K143182,K121458
71527,K143183,K073319
71528,K143183,K113674
71529,K143184,K896580
71530,K143184,K133370
71531,K143184,K121297
71532,K143184,K102172
71533,K143185,K123647
71534,K143185,K123959
71535,K143185,K131420
71536,K143186,K103235
71537,K143187,K052115
71538,K143188,K082874
71539,K143188,K082320
71540,K143188,K140891
71541,K143188,K062352
71542,K143188,K962823
71543,K143189,K051264
71544,K143189,K141758
71545,K143190,K132854
71546,K143191,K943589
71547,K143192,K093293
71548,K143193,K060959
71549,K143194,K971418
71550,K143194,K032525
71551,K143194,K110613
71552,K143194,K000576
71553,K143195,K132026
71554,K143195,K132037
71555,K143195,K132075
71556,K143195,K123074
71557,K143196,K093621
71558,K143196,K063877
71559,K143197,K071050
71560,K143198,K915333
71561,K143198,K130919
71562,K143200,K090648
71563,K143200,K131802
71564,K143202,K101915
71565,K143203,K122217
71566,K143203,K133821
71567,K143203,K083537
71568,K143203,K070356
71569,K143204,K103001
71570,K143204,K971783
71571,K143204,K081832
71572,K143206,K133673
71573,K143207,K123354
71574,K143207,K132588
71575,K143207,K122744
71576,K143207,K133965
71577,K143208,K130366
71578,K143209,K091023
71579,K143209,K091091
71580,K143211,K121738
71581,K143213,K131686
71582,K143214,K111439
71583,K143214,K141314
71584,K143214,K120819
71585,K143214,K112459
71586,K143214,K102606
71587,K143216,K060576
71588,K143216,K122996
71589,K143217,K140553
71590,K143218,K103305
71591,K143219,K011320
71592,K143219,K042501
71593,K143219,K082327
71594,K143220,K043289
71595,K143220,K130044
71596,K143222,K133907
71597,K143222,K110397
71598,K143222,K120956
71599,K143223,K134025
71600,K143223,K113052
71601,K143223,K141741
71602,K143224,K140528
71603,K143225,K133535
71604,K143226,K121393
71605,K143226,K951987
71606,K143226,K041825
71607,K143226,K141585
71608,K143226,K123159
71609,K143226,K032295
71610,K143228,K140479
71611,K143229,K052576
71612,K143229,K070039
71613,K143230,K020279
71614,K143230,K102870
71615,K143230,K103490
71616,K143230,K081080
71617,K143230,K000236
71618,K143233,K061908
71619,K143233,K946094
71620,K143234,K132413
71621,K143234,K051499
71622,K143235,K083306
71623,K143235,K082666
71624,K143236,K000238
71625,K143238,K140799
71626,K143241,K971247
71627,K143242,K933539
71628,K143242,K923277
71629,K143242,K100900
71630,K143242,K020114
71631,K143244,K113201
71632,K143248,K131343
71633,K143248,K130279
71634,K143248,K092128
71635,K143248,K071438
71636,K143248,K133746
71637,K143249,K081906
71638,K143251,K123417
71639,K143251,K142085
71640,K143252,K040498
71641,K143253,K113304
71642,K143254,K142628
71643,K143254,K141554
71644,K143255,K934901
71645,K143256,K030710
71646,K143256,K113254
71647,K143257,K091436
71648,K143257,K130883
71649,K143257,K140551
71650,K143257,K133782
71651,K143257,K130337
71652,K143257,K103591
71653,K143257,K111682
71654,K143257,K131121
71655,K143257,K130377
71656,K143258,K133614
71657,K143260,K123096
71658,K143261,K113240
71659,K143264,K141620
71660,K143264,K133329
71661,K143264,K132861
71662,K143264,K142466
71663,K143265,K131036
71664,K143267,K063542
71665,K143267,K132761
71666,K143269,K143209
71667,K143269,K132605
71668,K143269,K121934
71669,K143270,K132261
71670,K143270,K050704
71671,K143271,K113509
71672,K143272,K083575
71673,K143272,K131932
71674,K143272,K082113
71675,K143275,K051789
71676,K143275,K082891
71677,K143275,K141068
71678,K143275,K122418
71679,K143276,K031438
71680,K143276,K082148
71681,K143276,K971783
71682,K143277,K100978
71683,K143278,K120879
71684,K143279,K113509
71685,K143280,K120028
71686,K143280,K062614
71687,K143281,K133553
71688,K143284,K970148
71689,K143287,K111402
71690,K143288,K010159
71691,K143289,K052502
71692,K143290,K130585
71693,K143290,K013893
71694,K143290,K150672
71695,K143290,K082623
71696,K143292,K140132
71697,K143292,K063237
71698,K143292,K123265
71699,K143292,K142178
71700,K143294,K120910
71701,K143294,K103480
71702,K143297,K132790
71703,K143297,P950002
71704,K143297,K113561
71705,K143297,K120203
71706,K143297,K033517
71707,K143297,K070754
71708,K143297,K133784
71709,K143297,K031672
71710,K143297,K133184
71711,K143297,P980048
71712,K143298,K043524
71713,K143298,K100919
71714,K143298,K130619
71715,K143298,K140428
71716,K143299,K123102
71717,K143301,K123507
71718,K143301,K131542
71719,K143301,K110647
71720,K143302,K131706
71721,K143303,K050502
71722,K143304,K132604
71723,K143306,K083608
71724,K143306,K143300
71725,K143306,K092090
71726,K143306,K072404
71727,K143306,K060183
71728,K143307,K132002
71729,K143308,K133393
71730,K143308,K051594
71731,K143310,K080825
71732,K143311,K090783
71733,K143311,K063711
71734,K143311,K050263
71735,K143311,K111736
71736,K143312,K112125
71737,K143313,P820033
71738,K143313,K093069
71739,K143314,K132158
71740,K143316,K063210
71741,K143317,K955853
71742,K143318,K060505
71743,K143319,K042995
71744,K143320,K112593
71745,K143320,K041754
71746,K143323,K991566
71747,K143323,K070033
71748,K143324,K111650
71749,K143325,K041297
71750,K143326,K112440
71751,K143326,K040807
71752,K143327,K972278
71753,K143327,K960292
71754,K143328,K140944
71755,K143329,K122062
71756,K143332,K962655
71757,K143333,K102296
71758,K143334,K140529
71759,K143335,K120181
71760,K143336,K061271
71761,K143336,K122313
71762,K143336,K040983
71763,K143337,K083496
71764,K143337,K111421
71765,K143337,K113779
71766,K143337,K133991
71767,K143338,K080694
71768,K143339,K131469
71769,K143339,K131649
71770,K143340,K992821
71771,K143341,K140572
71772,K143341,K101275
71773,K143342,K961488
71774,K143344,K122373
71775,K143345,K142085
71776,K143346,K102558
71777,K143347,K122920
71778,K143348,K093394
71779,K143349,K112217
71780,K143350,K091190
71781,K143350,K132395
71782,K143350,K121541
71783,K143351,P820040
71784,K143352,K133128
71785,K143352,K140818
71786,K143353,K121406
71787,K143354,K130813
71788,K143355,K081452
71789,K143355,K082375
71790,K143355,K041393
71791,K143356,K121413
71792,K143356,K063778
71793,K143359,K110499
71794,K143360,K120840
71795,K143363,K071373
71796,K143365,K071105
71797,K143365,K131722
71798,K143365,K131445
71799,K143366,K043083
71800,K143366,K140735
71801,K143366,K061223
71802,K143368,K130278
71803,K143369,K090087
71804,K143369,K071415
71805,K143369,K053269
71806,K143372,K100272
71807,K143372,K012349
71808,K143373,K140258
71809,K143373,K140541
71810,K143374,K101342
71811,K143374,K131559
71812,K143374,K112389
71813,K143374,K131129
71814,K143374,K130126
71815,K143375,K113529
71816,K143375,K140454
71817,K143375,K102555
71818,K143375,K091974
71819,K143375,K141605
71820,K143375,K132639
71821,K143375,K142847
71822,K143376,K102267
71823,K143376,K103683
71824,K143377,K133153
71825,K143377,K071420
71826,K143377,K092420
71827,K143378,K141753
71828,K143378,K070124
71829,K143379,K984594
71830,K143380,K101851
71831,K143380,K070894
71832,K143381,K021184
71833,K143382,K102836
71834,K143383,K042612
71835,K143383,K112815
71836,K143385,K083213
71837,K143385,K120854
71838,K143385,K011335
71839,K143386,K142900
71840,K143387,K092052
71841,K143389,K123327
71842,K143389,K103327
71843,K143392,K122314
71844,K143393,K100391
71845,K143393,K123486
71846,K143393,K053340
71847,K143394,K082072
71848,K143394,K963192
71849,K143394,K011335
71850,K143394,K063049
71851,K143396,K092619
71852,K143397,K111164
71853,K143397,K103785
71854,K143397,K022292
71855,K143398,K111490
71856,K143398,K121734
71857,K143399,K112593
71858,K143399,K081475
71859,K143399,K113476
71860,K143400,K120579
71861,K143400,K130901
71862,K143401,K120579
71863,K143401,K130901
71864,K143402,K052614
71865,K143404,K122180
71866,K143404,K103692
71867,K143405,K133243
71868,K143409,K130901
71869,K143411,K073353
71870,K143411,K111616
71871,K143411,K123582
71872,K143412,K000715
71873,K143414,K103536
71874,K143415,K013972
71875,K143415,K110288
71876,K143416,K121072
71877,K143416,K130901
71878,K143417,K132101
71879,K143417,K100765
71880,K143417,K024096
71881,K143418,K073353
71882,K143418,K100192
71883,K143420,K101791
71884,K143420,K133444
71885,K143420,K971247
71886,K143424,K131206
71887,K143426,K140510
71888,K143426,K061711
71889,K143429,K925419
71890,K143429,K140475
71891,K143430,K140168
71892,K143430,K120398
71893,K143431,K141699
71894,K143432,K003723
71895,K143432,K081603
71896,K143432,K031517
71897,K143433,K112034
71898,K143434,K081382
71899,K143434,K081545
71900,K143435,K061834
71901,K143436,K103640
71902,K143437,K031200
71903,K143437,K100005
71904,K143437,K133738
71905,K143438,K133119
71906,K143440,K092101
71907,K143440,K090277
71908,K143440,K043132
71909,K143440,K923033
71910,K143440,K922112
71911,K143440,K072964
71912,K143440,K982053
71913,K143440,K082474
71914,K143440,K100683
71915,K143440,K941759
71916,K143440,K991903
71917,K143440,K090019
71918,K143440,K040360
71919,K143443,K042344
71920,K143443,K101281
71921,K143443,K022672
71922,K143443,K123166
71923,K143444,K965120
71924,K143444,K100693
71925,K143445,K082523
71926,K143446,K143466
71927,K143447,K880196
71928,K143448,K133752
71929,K143448,K093000
71930,K143450,K083311
71931,K143452,K133034
71932,K143452,K133533
71933,K143452,K141639
71934,K143452,K141261
71935,K143453,K103721
71936,K143453,K132879
71937,K143453,K083116
71938,K143453,K092265
71939,K143453,K131458
71940,K143454,K861790
71941,K143457,K141983
71942,K143459,K130649
71943,K143460,K042310
71944,K143460,K143400
71945,K143460,K082320
71946,K143462,K133121
71947,K143462,K113560
71948,K143462,K080097
71949,K143465,K070663
71950,K143465,K070633
71951,K143465,K103027
71952,K143465,K071288
71953,K143466,K984177
71954,K143467,K101509
71955,K143467,K093724
71956,K143468,K133382
71957,K143469,K132946
71958,K143470,K993482
71959,K143470,K953239
71960,K143471,K123568
71961,K143472,K131690
71962,K143472,K141010
71963,K143473,K071257
71964,K143473,K100006
71965,K143474,K132475
71966,K143474,K945266
71967,K143474,K141164
71968,K143474,K110480
71969,K143475,K120791
71970,K143475,K100638
71971,K143476,K062578
71972,K143477,K121947
71973,K143479,K071724
71974,K143479,K151472
71975,K143479,P960025
71976,K143479,K073351
71977,K143479,P950002
71978,K143480,P790017
71979,K143481,K122461
71980,K143482,K100334
71981,K143482,K071518
71982,K143483,K082388
71983,K143483,K133344
71984,K143484,K071614
71985,K143484,K102506
71986,K143484,K113202
71987,K143485,K072079
71988,K143485,K072898
71989,K143485,K071870
71990,K143487,K123665
71991,K143487,K964280
71992,K143487,K101691
71993,K143488,K121476
71994,K143492,K041523
71995,K143492,K792159
71996,K143497,K011103
71997,K143497,K023752
71998,K143497,K132120
71999,K143499,K081960
72000,K143500,K062077
72001,K143502,K051088
72002,K143502,K011150
72003,K143503,K081365
72004,K143503,K132960
72005,K143503,K071641
72006,K143504,K140258
72007,K143504,K140541
72008,K143505,K071439
72009,K143505,K141544
72010,K143505,K134045
72011,K143506,K093183
72012,K143506,K062692
72013,K143506,K041670
72014,K143507,K071866
72015,K143509,K141327
72016,K143509,K140975
72017,K143509,K112158
72018,K143511,K081236
72019,K143512,K080545
72020,K143512,K040554
72021,K143513,K121319
72022,K143513,K121628
72023,K143513,K142681
72024,K143514,K012017
72025,K143514,K103576
72026,K143515,K083480
72027,K143517,K123444
72028,K143517,K141288
72029,K143518,K091278
72030,K143519,K111851
72031,K143519,K140009
72032,K143520,K140566
72033,K143522,K955869
72034,K143523,K083447
72035,K143526,K021184
72036,K143527,K130781
72037,K143527,K123193
72038,K143528,K011028
72039,K143529,K020827
72040,K143530,K122445
72041,K143531,K133408
72042,K143532,K110690
72043,K143533,K132805
72044,K143533,K060728
72045,K143533,K141956
72046,K143534,K102086
72047,K143534,K972235
72048,K143534,K140112
72049,K143534,K972162
72050,K143534,K003969
72051,K143535,K122904
72052,K143536,K141288
72053,K143536,K102470
72054,K143536,K143530
72055,K143537,K132509
72056,K143537,K120062
72057,K143538,K042784
72058,K143538,K091734
72059,K143538,K062449
72060,K143539,K132214
72061,K143539,K080286
72062,K143539,K062129
72063,K143539,K072071
72064,K143539,K122807
72065,K143540,K112593
72066,K143541,K071845
72067,K143541,K111254
72068,K143543,K123907
72069,K143543,K040770
72070,K143547,K130703
72071,K143548,K062058
72072,K143548,K120989
72073,K143549,K131133
72074,K143551,K083140
72075,K143552,K103007
72076,K143554,K111670
72077,K143554,K090221
72078,K143556,K090116
72079,K143556,K040048
72080,K143557,K110165
72081,K143557,K101143
72082,K143559,K120510
72083,K143560,K133819
72084,K143560,K984563
72085,K143561,K102645
72086,K143562,K101797
72087,K143562,K141371
72088,K143563,K040010
72089,K143563,K892410
72090,K143564,K143504
72091,K143564,K123865
72092,K143564,K121251
72093,K143564,K113860
72094,K143569,K042025
72095,K143569,K132328
72096,K143569,K113174
72097,K143569,K141494
72098,K143569,K050439
72099,K143569,K961633
72100,K143569,K091974
72101,K143569,K143141
72102,K143569,K132639
72103,K143570,K063313
72104,K143570,K101651
72105,K143571,K130157
72106,K143572,K071724
72107,K143572,K091088
72108,K143572,P960025
72109,K143572,K090707
72110,K143572,K082310
72111,K143572,K083661
72112,K143572,P950019
72113,K143573,K082717
72114,K143574,K141742
72115,K143574,K142479
72116,K143574,K102516
72117,K143575,K043131
72118,K143576,K071667
72119,K143576,K070891
72120,K143576,K042798
72121,K143577,K960557
72122,K143577,K943268
72123,K143577,K032677
72124,K143577,K852992
72125,K143578,K102293
72126,K143578,K121107
72127,K143578,K112756
72128,K143578,K082252
72129,K143578,K072465
72130,K143578,K083389
72131,K143578,K060665
72132,K143578,K040284
72133,K143579,K102103
72134,K143580,K002617
72135,K143581,K083451
72136,K143581,K103658
72137,K143582,K981582
72138,K143582,K980703
72139,K143582,K080684
72140,K143582,K990089
72141,K143582,K021019
72142,K143582,K140127
72143,K143582,K100006
72144,K143582,K904052
72145,K143582,K030351
72146,K143582,K913102
72147,K143582,K955723
72148,K143583,K993379
72149,K143584,K984374
72150,K143584,K062366
72151,K143584,K960653
72152,K143584,K011372
72153,K143585,K122474
72154,K143585,K053052
72155,K143586,K083227
72156,K143586,K071331
72157,K143586,K120484
72158,K143587,K970244
72159,K143587,K962572
72160,K143587,K030617
72161,K143587,K965023
72162,K143587,K973945
72163,K143587,K964551
72164,K143588,K121677
72165,K143589,K142609
72166,K143590,K102945
72167,K143591,K103076
72168,K143591,K113126
72169,K143592,K051794
72170,K143594,K141642
72171,K143595,K140770
72172,K143595,K120918
72173,K143595,K123231
72174,K143595,K123045
72175,K143595,K140319
72176,K143596,K050636
72177,K143596,K052576
72178,K143597,K012380
72179,K143598,K925602
72180,K143599,K060896
72181,K143599,K061718
72182,K143599,K142396
72183,K143601,K133431
72184,K143603,K071149
72185,K143604,K143004
72186,K143604,K943739
72187,K143604,K000659
72188,K143605,K050158
72189,K143606,K110151
72190,K143607,K083603
72191,K143608,K083127
72192,K143609,K112994
72193,K143609,K032840
72194,K143610,K100775
72195,K143612,K042800
72196,K143612,K043256
72197,K143613,K132990
72198,K143613,K930622
72199,K143614,K143014
72200,K143614,K103705
72201,K143616,K123027
72202,K143617,K110578
72203,K143617,K093608
72204,K143618,K831005
72205,K143622,K102107
72206,K143622,K993714
72207,K143623,K102909
72208,K143624,K143024
72209,K143624,K112672
72210,K143625,K133258
72211,K143626,K111796
72212,K143626,K990005
72213,K143626,K052072
72214,K143626,K013979
72215,K143626,K132012
72216,K143626,K140611
72217,K143626,K122733
72218,K143628,K140454
72219,K143629,K093199
72220,K143630,K081960
72221,K143631,K043053
72222,K143631,K130438
72223,K143632,K113703
72224,K143632,K131208
72225,K143634,K132151
72226,K143635,K123692
72227,K143635,K122160
72228,K143635,K926334
72229,K143635,K904448
72230,K143635,K143035
72231,K143636,K140818
72232,K143636,K141444
72233,K143637,K102158
72234,K143639,K140258
72235,K143640,K143040
72236,K143640,K950862
72237,K143641,K141968
72238,K143643,DEN100425
72239,K143644,K142869
72240,K143644,K143044
72241,K143644,K061288
72242,K143644,K920599
72243,K143644,K853650
72244,K143645,K142113
72245,K143646,K131957
72246,K143647,K112897
72247,K143648,K140407
72248,K143650,K954311
72249,K143651,K120413
72250,K143651,K133883
72251,K143652,K131329
72252,K143653,K110764
72253,K143653,K123620
72254,K143653,K143080
72255,K143653,K103175
72256,K143653,K103209
72257,K143653,K120267
72258,K143654,K110268
72259,K143656,K140924
72260,K143656,K150196
72261,K143656,K133213
72262,K143659,K111746
72263,K143660,K051726
72264,K143660,K121018
72265,K143661,K021440
72266,K143661,K060763
72267,K143662,K073450
72268,K143662,K072124
72269,K143662,K143622
72270,K143662,K101080
72271,K143662,K143002
72272,K143662,K111262
72273,K143663,K134005
72274,K143664,K113754
72275,K143664,K090178
72276,K143668,K140596
72277,K143668,K080802
72278,K143668,K143068
72279,K143669,K012935
72280,K143669,K954099
72281,K143670,K092373
72282,K143671,K140638
72283,K143673,K132009
72284,K143675,K133879
72285,K143675,K112820
72286,K143676,K022834
72287,K143676,K123195
72288,K143676,K042642
72289,K143676,K052582
72290,K143676,K133576
72291,K143676,K061907
72292,K143676,K071073
72293,K143677,K082209
72294,K143677,K102350
72295,K143677,K113068
72296,K143677,K071689
72297,K143678,K120800
72298,K143679,K990108
72299,K143680,K032525
72300,K143680,K971418
72301,K143680,K133122
72302,K143683,K062513
72303,K143683,K980288
72304,K143683,K113666
72305,K143683,K142185
72306,K143683,K940631
72307,K143683,K090648
72308,K143683,K081252
72309,K143683,K950697
72310,K143684,K142499
72311,K143684,K111358
72312,K143685,K133218
72313,K143687,K032525
72314,K143687,K140818
72315,K143687,K111552
72316,K143687,K133124
72317,K143687,K971418
72318,K143687,K112528
72319,K143688,K143088
72320,K143688,K030866
72321,K143690,K131798
72322,K143691,K011658
72323,K143691,K060373
72324,K143691,K012287
72325,K143691,K974733
72326,K143692,K014156
72327,K143692,K032409
72328,K143692,K041616
72329,K143693,K132767
72330,K143694,K052501
72331,K143694,K092319
72332,K143694,K072733
72333,K143694,K050401
72334,K143695,K081203
72335,K143695,K103172
72336,K143696,K103027
72337,K143696,K120239
72338,K143696,K080677
72339,K143697,K101421
72340,K143697,K060290
72341,K143697,K955472
72342,K143700,K100011
72343,K143701,K120697
72344,K143701,K092596
72345,K143702,K032245
72346,K143703,K131442
72347,K143704,K070663
72348,K143704,K082716
72349,K143704,K072989
72350,K143705,K082293
72351,K143705,K141326
72352,K143706,K130640
72353,K143706,K945700
72354,K143713,K121435
72355,K143714,K122758
72356,K143715,K120968
72357,K143716,K924141
72358,K143716,K920201
72359,K143717,K121651
72360,K143717,K090692
72361,K143717,K120359
72362,K143718,K120451
72363,K143719,K021175
72364,K143719,K133360
72365,K143719,K120939
72366,K143720,K051087
72367,K143720,K970336
72368,K143720,K970343
72369,K143721,K082625
72370,K143721,K110086
72371,K143723,K050293
72372,K143723,K093162
72373,K143723,K101306
72374,K143723,K113702
72375,K143723,K990243
72376,K143723,K083889
72377,K143723,K090126
72378,K143723,K132806
72379,K143724,K082363
72380,K143725,K933785
72381,K143725,K023528
72382,K143725,K945589
72383,K143726,K092992
72384,K143726,K090638
72385,K143727,K121959
72386,K143727,K122470
72387,K143728,K071244
72388,K143729,K093649
72389,K143730,K050669
72390,K143731,K120564
72391,K143732,K140149
72392,K143732,K132210
72393,K143732,K102466
72394,K143733,K133618
72395,K143734,K133619
72396,K143735,K133619
72397,K143736,K971614
72398,K143736,K983083
72399,K143736,K983084
72400,K143737,K082065
72401,K143737,K131720
72402,K143737,K123075
72403,K143738,K073041
72404,K143738,K111254
72405,K143739,K130728
72406,K143740,K110632
72407,K143740,K080699
72408,K143741,K111501
72409,K143743,K110820
72410,K143743,K083467
72411,K143743,K122436
72412,K143743,K130968
72413,K143743,K021019
72414,K143744,K112035
72415,K143745,K061863
72416,K143745,K101823
72417,K143745,K113294
72418,K143749,K040907
72419,K143749,K131474
72420,K143749,K082300
72421,K143749,K081546
72422,K143750,K120448
72423,K143751,K130709
72424,K143752,K112507
72425,K143753,K131594
72426,K143753,K090526
72427,K143753,K150212
72428,K143754,K052264
72429,K143754,K083518
72430,K143757,K110771
72431,K143759,K133617
72432,K143759,K143731
72433,K143759,K132287
72434,K143759,K121541
72435,K150002,K130881
72436,K150002,K090059
72437,K150003,K123500
72438,K150003,K133715
72439,K150003,K113715
72440,K150007,K121665
72441,K150007,K974685
72442,K150007,K043537
72443,K150007,K112019
72444,K150007,K071535
72445,K150007,K021911
72446,K150007,K112115
72447,K150007,K120924
72448,K150007,K103431
72449,K150009,K130340
72450,K150009,K133840
72451,K150010,K140581
72452,K150012,K113738
72453,K150012,K121131
72454,K150012,K082764
72455,K150012,K083550
72456,K150012,K063341
72457,K150014,K130494
72458,K150016,K123337
72459,K150017,K122074
72460,K150017,K021932
72461,K150018,K123467
72462,K150018,K063345
72463,K150019,K070779
72464,K150019,K053290
72465,K150019,K011676
72466,K150019,K072687
72467,K150020,K103244
72468,K150021,K131097
72469,K150021,K132881
72470,K150021,K120793
72471,K150022,K123436
72472,K150023,K123028
72473,K150024,K051610
72474,K150024,K073450
72475,K150026,K070887
72476,K150027,K123573
72477,K150028,K070978
72478,K150029,K123061
72479,K150029,K140495
72480,K150030,K981066
72481,K150030,K094012
72482,K150030,K083697
72483,K150030,K964187
72484,K150030,K100428
72485,K150030,K970585
72486,K150030,K980728
72487,K150030,K042601
72488,K150030,K021090
72489,K150030,K062754
72490,K150030,K053234
72491,K150031,K123418
72492,K150032,P010002
72493,K150033,K102320
72494,K150034,K142989
72495,K150034,K140581
72496,K150034,K123716
72497,K150035,K142093
72498,K150035,K090221
72499,K150036,K112809
72500,K150037,K132092
72501,K150037,K123985
72502,K150037,K131582
72503,K150037,K983945
72504,K150037,K063456
72505,K150039,K123933
72506,K150040,K101005
72507,K150040,K121787
72508,K150040,K132956
72509,K150040,K062129
72510,K150040,K080156
72511,K150040,K052997
72512,K150040,K130808
72513,K150040,K073268
72514,K150040,K070857
72515,K150041,K002177
72516,K150042,K093565
72517,K150043,K131159
72518,K150045,K142710
72519,K150045,K131213
72520,K150045,K132527
72521,K150046,K014241
72522,K150046,K101987
72523,K150046,K072234
72524,K150049,K123138
72525,K150050,K121699
72526,K150050,K140959
72527,K150051,K122995
72528,K150052,K120989
72529,K150052,K140100
72530,K150053,K142264
72531,K150053,K142079
72532,K150055,K133441
72533,K150055,K120907
72534,K150056,K073314
72535,K150056,K132070
72536,K150059,K130468
72537,K150060,K121047
72538,K150060,K091208
72539,K150060,K121995
72540,K150061,K110632
72541,K150061,K122967
72542,K150061,K071724
72543,K150062,K140915
72544,K150062,K042344
72545,K150063,K043443
72546,K150064,K070132
72547,K150064,K110787
72548,K150065,K111293
72549,K150066,K043356
72550,K150068,K111441
72551,K150069,K130749
72552,K150072,K122219
72553,K150073,K040938
72554,K150074,K123731
72555,K150074,K101346
72556,K150076,K110881
72557,K150076,K080220
72558,K150077,K072260
72559,K150077,K983964
72560,K150078,K083140
72561,K150079,K040783
72562,K150079,K974399
72563,K150079,K092428
72564,K150080,K132341
72565,K150080,K132913
72566,K150080,K141010
72567,K150082,K091834
72568,K150082,K143195
72569,K150082,K062098
72570,K150082,K020550
72571,K150082,K092449
72572,K150082,K142601
72573,K150082,K132036
72574,K150082,K132662
72575,K150083,K110531
72576,K150084,K820441
72577,K150084,K820442
72578,K150085,K131685
72579,K150085,K142323
72580,K150086,K052204
72581,K150087,K142323
72582,K150087,K142160
72583,K150087,K131514
72584,K150088,K034021
72585,K150089,K102329
72586,K150090,K121771
72587,K150091,K142908
72588,K150092,K112453
72589,K150093,K120502
72590,K150093,K063641
72591,K150094,K124044
72592,K150095,K131509
72593,K150095,K070985
72594,K150096,K052115
72595,K150097,K142492
72596,K150098,K120775
72597,K150098,K092800
72598,K150099,K030310
72599,K150099,K112583
72600,K150099,K063049
72601,K150099,K100776
72602,K150104,K132523
72603,K150104,K071331
72604,K150104,K112531
72605,K150107,K110055
72606,K150108,K133282
72607,K150108,K141313
72608,K150108,K123803
72609,K150109,K071538
72610,K150109,K140266
72611,K150109,K132133
72612,K150109,K113225
72613,K150109,K080604
72614,K150111,K141522
72615,K150112,K053290
72616,K150112,K053280
72617,K150112,K083157
72618,K150113,K081260
72619,K150117,K103764
72620,K150119,K142157
72621,K150122,K132544
72622,K150122,K110667
72623,K150124,K093564
72624,K150124,K111333
72625,K150125,K133780
72626,K150125,K133844
72627,K150125,K993714
72628,K150127,K973259
72629,K150130,K141129
72630,K150130,K123909
72631,K150132,K955440
72632,K150133,K112080
72633,K150134,K051749
72634,K150134,K130123
72635,K150134,K032802
72636,K150134,K063336
72637,K150135,K142450
72638,K150135,K100043
72639,K150135,K120368
72640,K150135,K122037
72641,K150135,K991460
72642,K150135,K071416
72643,K150135,K132897
72644,K150135,K123045
72645,K150135,K131669
72646,K150135,K133650
72647,K150135,P970015
72648,K150137,K051712
72649,K150137,K092813
72650,K150139,K832803
72651,K150140,K082542
72652,K150140,K081542
72653,K150140,K081541
72654,K150140,K101306
72655,K150141,K073045
72656,K150142,K143303
72657,K150142,K112994
72658,K150142,K122505
72659,K150142,K013153
72660,K150142,K050502
72661,K150143,K111034
