id,review_panel,medical_specialty,device_name,device_class,unclassified_reason_code,gmp_exempt_flag,third_party_review_eligible,third_party_review_code,regulation_number,submission_type,implant_flag,life_sustain_support_flag,summary_malfunction_reporting
JOR,CV,CV,"Generator, Pulsatile Flow, Cardiopulmonary Bypass",3,,0,0,,870.432,PMA,0,0,1
JOS,SU,SU,"Electrode, Electrosurgical",2,,0,1,,878.44,510(K),0,0,1
JOT,SU,SU,"Electrode, Gel, Electrosurgical",2,,0,1,,878.44,510(K),0,0,1
JOW,CV,CV,"Sleeve, Limb, Compressible",2,,0,1,,870.58,510(K),0,0,1
JOX,HE,HE,"Analyzer, Heparin, Automated",2,,0,1,,864.568,510(K),0,0,1
JOY,HE,HE,"Device, Automated Cell-Locating",2,,0,1,,864.526,510(K),0,0,1
JOZ,HE,HE,"System, Automated Platelet Aggregation",2,,0,1,,864.57,510(K),0,0,1
JPA,HE,HE,"System, Multipurpose For In Vitro Coagulation Studies",2,,0,1,,864.5425,510(K),0,0,0
JPB,HE,HE,Hemoglobin M,2,,0,1,,864.7415,510(K),0,0,1
JPC,HE,HE,Hemoglobin F Quantitation,2,,0,1,,864.7455,510(K),0,0,1
JPD,HE,HE,Hemoglobin A2 Quantitation,2,,0,1,,864.74,510(K),0,0,1
JPE,HE,HE,"Antithrombin Iii, Two Stage Clotting Time Assay",2,,0,1,,864.706,510(K),0,0,1
JPF,HE,HE,Prothrombin-Proconvertin And Thrombotest,2,,0,0,,864.7735,510(K) Exempt,0,0,1
JPH,HE,HE,"Test, Erythrocyte Sedimentation Rate",1,,0,0,,864.67,510(K) Exempt,0,0,1
JPI,HE,HE,"Device, Hematocrit Measuring",2,,0,0,,864.64,510(K) Exempt,0,0,1
JPJ,HE,HE,"Red-Cell Indices, Calculated",2,,0,1,,864.53,510(K),0,0,1
JPK,HE,HE,"Mixture, Hematology Quality Control",2,,0,0,,864.8625,510(K) Exempt,0,0,1
JPW,EN,EN,"Pump, Nebulizer, Electrically Powered",1,,1,0,,874.522,510(K) Exempt,0,0,1
JPZ,CH,CH,"Colorimetric Method, Gamma-Glutamyl Transpeptidase",1,,0,0,,862.136,510(K) Exempt,0,0,1
JQA,CH,CH,"Electrophoretic, Gamma-Glutamyl Transpeptidase Isoenzymes",1,,0,0,,862.136,510(K) Exempt,0,0,1
JQB,CH,CH,"Kinetic Method, Gamma-Glutamyl Transpeptidase",1,,0,0,,862.136,510(K) Exempt,0,0,1
JQC,CH,CH,"Centrifuges (Micro, Ultra, Refrigerated) For Clinical Use",1,,1,0,,862.205,510(K) Exempt,0,0,1
JQD,CH,CH,"Resin, Ion-Exchange, Thioglycolic Acid, Colorimetry, Iron Binding Capacity",1,,0,0,,862.1415,510(K) Exempt,0,0,1
JQE,CH,CH,"Resin, Ion-Exchange, Ascorbic Acid, Colorimetry, Iron Binding Capacity",1,,0,0,,862.1415,510(K) Exempt,0,0,1
JQF,CH,CH,"Bathophenanthroline, Iron Binding Capacity",1,,0,0,,862.1415,510(K) Exempt,0,0,1
JQG,CH,CH,"Radiometric, Fe59, Iron Binding Capacity",1,,0,0,,862.1415,510(K) Exempt,0,0,1
JQH,CH,CH,"Trinitrobenzene Sulfonate (Spectroscopic), Nitrogen (Amino-Nitrogen)",1,,0,0,,862.1515,510(K) Exempt,0,0,1
JQI,CH,CH,"Rotating Disc, Plasma Viscometry",1,,0,0,,862.1475,510(K) Exempt,0,0,1
JQJ,CH,CH,"Densitometeric, Protein Fractionation",1,,0,0,,862.163,510(K) Exempt,0,0,1
JQK,CH,CH,"Immunodiffusion, Protein Fractionation",1,,0,0,,862.163,510(K) Exempt,0,0,1
JQL,CH,CH,"Spectrophotometric, Uroporphyrin",1,,0,0,,862.179,510(K) Exempt,0,0,1
JQM,CH,CH,"P-Bromoaniline, Xylose",1,,0,0,,862.182,510(K) Exempt,0,0,1
JQN,CH,CH,"Colorimetric, Mucopolysaccharides",1,,0,0,,862.1505,510(K) Exempt,0,0,1
JQO,CH,CH,"Balance, Analytical",1,,1,0,,862.205,510(K) Exempt,0,0,1
JQP,CH,CH,"Calculator/Data Processing Module, For Clinical Use",1,,0,0,,862.21,510(K) Exempt,0,0,1
JQQ,CH,CH,Dialyzer,1,,1,0,,862.205,510(K) Exempt,0,0,1
JQT,CH,CH,"Densitometer/Scanner (Integrating, Reflectance, Tlc, Radiochromat.) Clinica",1,,0,0,,862.24,510(K) Exempt,0,0,1
JQW,CH,CH,"Station, Pipetting And Diluting, For Clinical Use",1,,0,0,,862.275,510(K) Exempt,0,0,1
JQX,CH,CH,"Nephelometer, For Clinical Use",1,,0,0,,862.27,510(K) Exempt,0,0,1
JQY,CH,CH,Ph Meter,1,,1,0,,862.205,510(K) Exempt,0,0,1
JQZ,CH,CH,Polarimeter,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRA,CH,CH,"Microtitrator, For Clinical Use",1,,0,0,,862.268,510(K) Exempt,0,0,1
JRB,CH,CH,Micro Mixer,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRC,CH,CH,Micro Pipette,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRE,CH,CH,Refractometer For Clinical Use,1,,0,0,,862.28,510(K) Exempt,0,0,1
JRG,CH,CH,"Block, Heating",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRI,CH,CH,"Cuvette, Thermostated",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRJ,CH,CH,"Unit, Drying",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRK,CH,CH,Evaporator,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRL,CH,CH,"Unit, Filter, Membrane",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRM,CH,CH,Freezer,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRO,CH,CH,Blender/Mixer,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRQ,CH,CH,Shaker/Stirrer,1,,1,0,,862.205,510(K) Exempt,0,0,1
JRR,CH,CH,"Regulator, Temperature",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRS,CH,CH,"Purifier, Water (Absorption, Deionization, Membrane Filter, Reverse Osmosis)",1,,1,0,,862.205,510(K) Exempt,0,0,1
JRW,MI,MI,"Antisera, Fluorescent, B. Parapertussis",1,,0,0,,866.3065,510(K) Exempt,0,0,1
JRY,MI,MI,"Antiserum, Fluorescent, Epstein-Barr Virus",1,,0,1,,866.3235,510(K),0,0,1
JRZ,MI,MI,"Media, Culture, Amino Acid Assay",1,,0,0,,866.235,510(K) Exempt,0,0,1
JSA,MI,MI,"Culture Media, Antibiotic Assay",1,,0,0,,866.235,510(K) Exempt,0,0,1
JSB,MI,MI,"Culture Media, Vitamin Assay",1,,0,0,,866.235,510(K) Exempt,0,0,1
JSC,MI,MI,"Culture Media, General Nutrient Broth",1,,0,0,,866.235,510(K) Exempt,0,0,1
JSD,MI,MI,"Culture Media, Selective Broth",1,,0,0,,866.236,510(K) Exempt,0,0,1
JSE,MI,MI,"Culture Media, Multiple Biochemical Test",1,,0,0,,866.232,510(K) Exempt,0,0,1
JSF,MI,MI,"Culture Media, Single Biochemical Test",1,,0,0,,866.232,510(K) Exempt,0,0,1
JSG,MI,MI,"Culture Media, Non-Selective And Non-Differential",1,,0,0,,866.23,510(K) Exempt,0,0,1
JSH,MI,MI,"Culture Media, Non-Selective And Differential",1,,0,0,,866.232,510(K) Exempt,0,0,1
JSI,MI,MI,"Culture Media, Selective And Differential",1,,0,0,,866.236,510(K) Exempt,0,0,1
JSJ,MI,MI,"Culture Media, Selective And Non-Differential",1,,0,0,,866.236,510(K) Exempt,0,0,1
JSK,MI,MI,"Supplement, Culture Media",1,,0,0,,866.245,510(K) Exempt,0,0,1
JSL,MI,MI,"Culture Media, Anaerobic Transport",1,,0,1,,866.239,510(K),0,0,1
JSM,MI,MI,"Culture Media, Non-Propagating Transport",1,,0,1,,866.239,510(K),0,0,1
JSN,MI,MI,"Culture Media, Propagating Transport",1,,0,1,,866.239,510(K),0,0,1
JSO,MI,MI,"Culture Media, Antimicrobial Susceptibility Test, Excluding Mueller Hinton Agar",2,,0,1,,866.17,510(K),0,0,1
JSP,MI,MI,"Kit, Anaerobic Identification",1,,0,0,,866.266,510(K) Exempt,0,0,1
JSQ,TX,CH,Chromatography For Bacterial Identification,1,,0,0,,862.225,510(K) Exempt,0,0,1
JSR,MI,MI,"Kit, Identification, Dermatophyte",1,,0,0,,866.266,510(K) Exempt,0,0,1
JSS,MI,MI,"Kit, Identification, Enterobacteriaceae",1,,0,0,,866.266,510(K) Exempt,0,0,1
JST,MI,MI,"Kit, Fastidious Organisms",1,,0,0,,866.266,510(K) Exempt,0,0,1
JSW,MI,MI,"Kit, Identification, Glucose Nonfermenter",1,,0,0,,866.266,510(K) Exempt,0,0,1
JSX,MI,MI,"Kit, Identification, Neisseria Gonorrhoeae",1,,0,0,,866.266,510(K) Exempt,0,0,0
JSY,MI,MI,"Kit, Identification, Mycobacteria",1,,0,0,,866.266,510(K) Exempt,0,0,1
JSZ,MI,MI,"Kit, Identification, Pseudomonas",1,,0,0,,866.266,510(K) Exempt,0,0,1
JTA,MI,MI,"Monitor, Microbial Growth",1,,0,0,,866.256,510(K) Exempt,0,0,1
JTB,MI,MI,"Device, Media Dispensing/Stacking",1,,1,0,,866.244,510(K) Exempt,0,0,1
JTC,MI,MI,"Device, Microtiter Diluting/Dispensing",1,,0,0,,866.25,510(K) Exempt,0,0,1
JTL,MI,MI,"Plasma, Coagulase, Human, Horse And Rabbit",1,,0,0,,866.216,510(K) Exempt,0,0,1
JTM,MI,MI,Anaerobic Box Glove,1,,1,0,,866.212,510(K) Exempt,0,0,1
JTN,MI,MI,"Susceptibility Test Discs, Antimicrobial",2,,0,1,,866.162,510(K),0,0,0
JTO,MI,MI,"Discs, Strips And Reagents, Microorganism Differentiation",1,,0,0,,866.266,510(K) Exempt,0,0,1
JTQ,MI,MI,"Bath, Incubators/Water, All",1,,1,0,,866.254,510(K) Exempt,0,0,1
JTR,MI,MI,"Kit, Quality Control For Culture Media",1,,0,0,,866.248,510(K) Exempt,0,0,1
JTS,MI,HE,"Stains, Microbiologic",1,,1,0,,864.185,510(K) Exempt,0,0,1
JTT,MI,MI,"Susceptibility Test Powders, Antimicrobial",2,,0,1,,866.164,510(K),0,0,0
JTW,MI,MI,"System, Transport, Aerobic",1,,0,1,,866.29,510(K),0,0,1
JTX,MI,MI,"Transport Systems, Anaerobic",1,,0,1,,866.29,510(K),0,0,1
JTY,MI,MI,"Culture Media, For Isolation Of Pathogenic Neisseria",2,,0,1,,866.241,510(K),0,0,1
JTZ,MI,MI,"Culture Media, Antimicrobial Susceptibility Test, Mueller Hinton Agar/Broth",2,,0,1,,866.17,510(K),0,0,0
JWH,OR,OR,"Prosthesis, Knee, Patellofemorotibial, Semi-Constrained, Cemented, Polymer/Metal/Polymer",2,,0,0,,888.356,510(K),1,0,1
JWI,OR,OR,"Prosthesis, Wrist, 2 Part Metal-Plastic Articulation, Semi-Constrained",2,,0,0,,888.38,510(K),1,0,1
JWJ,OR,OR,"Prosthesis, Wrist, 3 Part Metal-Plastic-Metal Articulation, Semi-Constrained",2,,0,0,,888.38,510(K),1,0,1
JWK,MI,MI,"Antigen, Positive Control, Cryptococcus Neoformans",2,,0,0,,866.3165,510(K) Exempt,0,0,1
JWL,MI,MI,"Antigen, Treponema Pallidum For Fta-Abs Test",2,,0,1,,866.383,510(K),0,0,1
JWM,RA,RA,"System, Tomographic, Nuclear",2,,0,1,,892.131,510(K),0,0,1
JWO,HE,HE,"Device, Blood Volume Measuring",2,,0,1,,864.595,510(K),0,0,1
JWR,HE,HE,Atp Release (Luminescence),1,,0,0,,864.704,510(K) Exempt,0,0,1
JWT,MI,MI,"Antigen, Cf, Aspergillus Spp.",1,,0,0,,866.304,510(K) Exempt,0,0,1
JWW,MI,MI,"Antigen, Cf, B. Dermatitidis",2,,0,0,,866.306,510(K) Exempt,0,0,1
JWX,MI,MI,"Kit, Screening, Staphylococcus Aureus",1,,0,0,,866.266,510(K) Exempt,0,0,1
JWY,MI,MI,Manual Antimicrobial Susceptibility Test Systems,2,,0,1,,866.164,510(K),0,0,0
JWZ,MI,MI,"Kit, Screening, Trichomonas",1,,0,0,,866.266,510(K) Exempt,0,0,1
JXA,MI,MI,"Kit, Screening, Urine",1,,0,0,,866.266,510(K) Exempt,0,0,1
JXB,MI,MI,"Kit, Identification, Yeast",1,,0,0,,866.266,510(K) Exempt,0,0,1
JXC,MI,MI,"Kit, Screening, Yeast",1,,0,0,,866.266,510(K) Exempt,0,0,1
JXE,NE,NE,"Device, Nerve Conduction Velocity Measurement",2,,0,1,,882.155,510(K),0,0,1
JXF,NE,NE,"Plethysmograph, Ocular",3,,0,0,,882.179,PMA,0,0,0
JXG,NE,NE,"Shunt, Central Nervous System And Components",2,,0,0,,882.555,510(K),1,0,0
JXH,NE,NE,Methyl Methacrylate For Aneurysmorrhaphy,2,,0,0,,882.503,510(K),1,0,1
JXI,NE,NE,"Cuff, Nerve",2,,0,0,,882.5275,510(K),1,0,1
JXK,NE,NE,Cranial Electrotherapy Stimulator To Treat Depression,3,,0,0,,882.58,PMA,0,0,0
JXL,NE,NE,"Block, Bite",2,,0,1,,882.507,510(K),0,0,0
JXM,TX,TX,"Enzyme Immunoassay, Benzodiazepine",2,,0,1,,862.317,510(K),0,0,1
JXN,TX,TX,"Enzyme Immunoassay, Propoxyphene",2,,0,1,,862.37,510(K),0,0,1
JXO,TX,TX,"Enzyme Immunoassay, Cocaine",2,,0,1,,862.325,510(K),0,0,1
JXQ,TX,CH,"Monitor, U.V., Glc",1,,0,0,,862.225,510(K) Exempt,0,0,1
JXR,TX,CH,"Atomic Absorption Spectrophotometer, General Use",1,,0,0,,862.285,510(K) Exempt,0,0,1
JXS,EN,EN,"Block, Cutting, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JXT,EN,EN,"Crimper, Wire, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JXW,EN,EN,"Die, Wire Bending, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JXX,EN,EN,"Forceps, Wire Closure, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JXY,EN,EN,"Jig, Piston Cutting, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JXZ,EN,EN,"Punch, Gelfoam, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JYA,EN,EN,"Scissors, Wire Cutting, Ent, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JYB,EN,EN,"Vise, Ossicular Finger, Sterile",1,,0,0,,874.354,510(K) Exempt,0,0,1
JYC,SU,SU,"Cannula, Ear",1,,0,0,,878.48,510(K) Exempt,0,0,1
JYD,SU,SU,"Chisel, Mastoid",1,,0,0,,878.48,510(K) Exempt,0,0,1
JYE,EN,EN,"Chisel, Middle-Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYF,EN,EN,"Clamp, Ossicle Holding",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYG,EN,EN,"Curette, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYH,EN,EN,"Excavator, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYI,EN,EN,"Gauge, Mastoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYJ,EN,EN,"Gauge, Measuring",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYK,SU,SU,"Holder, Ear Speculum",1,,0,0,,878.18,510(K) Exempt,0,0,1
JYL,EN,EN,"Hook, Microsurgical Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYM,EN,EN,"Inserter, Myringotomy Tube",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYN,EN,EN,"Inserter, Sacculotomy Tack",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYO,EN,EN,"Knife, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYP,EN,EN,"Knife, Myringotomy",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYQ,EN,EN,"Loop, Wire",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYR,EN,EN,"Nipper, Malleus",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYS,EN,EN,"Perforator, Ear-Lobe",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYT,EN,EN,"Pick, Microsurgical Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYW,EN,EN,"Press, Vein",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYX,EN,EN,"Punch, Attic",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYY,EN,EN,"Rasp, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JYZ,EN,EN,"Rod, Measuring Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZA,EN,EN,"Rongeur, Mastoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZB,EN,EN,"Scissors, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZC,EN,EN,"Searcher, Mastoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZD,EN,EN,"Snare, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZE,EN,EN,"Spoon, Ear",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZF,EN,EN,"Tube, Ear Suction",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZG,IM,IM,"System, Test, Beta-2-Microglobulin Immunological",2,,0,0,,866.563,510(K) Exempt,0,0,1
JZH,IM,IM,"Factor B, Antigen, Antiserum, Control",2,,0,0,,866.532,510(K) Exempt,0,0,1
JZJ,IM,IM,"Prealbumin, Antigen, Antiserum, Control",1,,0,0,,866.506,510(K) Exempt,0,0,1
JZO,IM,IM,"System, Test, Thyroid Autoantibody",2,,0,1,,866.587,510(K),0,0,0
JZP,IM,IM,"Plates, Ouchterlony Agar",1,,0,0,,866.46,510(K) Exempt,0,0,1
JZQ,IM,IM,"Plates And Equipment, Radial Immunodiffusion",1,,0,0,,866.48,510(K) Exempt,0,0,1
JZR,IM,IM,Support Gels,1,,0,0,,866.49,510(K) Exempt,0,0,1
JZS,IM,IM,Electrophoresis Instrumentation,1,,0,0,,866.45,510(K) Exempt,0,0,1
JZT,IM,IM,Fluorometer,1,,0,0,,866.452,510(K) Exempt,0,0,1
JZW,IM,IM,Nephelometer,1,,0,0,,866.454,510(K) Exempt,0,0,1
JZX,IM,IM,"Equipment, Rocket Immunoelectrophoresis",1,,0,0,,866.483,510(K) Exempt,0,0,1
JZY,EN,EN,"Knife, Laryngeal",1,,0,0,,874.442,510(K) Exempt,0,0,1
JZZ,EN,EN,"Saw, Laryngeal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAA,EN,EN,"Set, Laryngeal Injection",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAB,EN,EN,"Trocar, Laryngeal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAC,EN,EN,"Tube, Laryngectomy",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAD,EN,EN,"Elevator, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAE,EN,EN,"Forceps, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAG,SU,SU,"Holder, Speculum, Ent",1,,0,0,,878.18,510(K) Exempt,0,0,1
KAH,EN,EN,"Microrule, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAI,EN,EN,"Mirror, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAJ,EN,EN,"Mobilizer, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAK,EN,EN,"Probe, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAL,EN,EN,"Retractor, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAM,SU,SU,"Cannula, Sinus",1,,0,0,,878.48,510(K) Exempt,0,0,1
KAN,SU,SU,"Chisel, Nasal",1,,0,0,,878.48,510(K) Exempt,0,0,1
KAO,EN,EN,"Curette, Ethmoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAP,EN,EN,"Curette, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAQ,EN,EN,"Gouge, Nasal, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAR,EN,EN,"Irrigator, Sinus",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAS,EN,EN,"Knife, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAT,EN,EN,"Perforator, Antrum",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAW,EN,EN,"Punch, Antrum",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAX,EN,EN,"Punch, Ethmoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAY,EN,EN,"Punch, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KAZ,EN,EN,"Rasp, Frontal-Sinus",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBA,EN,EN,"Rasp, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBB,EN,EN,"Rongeur, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBC,EN,EN,"Saw, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBD,EN,EN,"Scissors, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBE,EN,EN,"Snare, Nasal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBF,EN,EN,"Trephine, Sinus",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBG,EN,EN,"Trocar, Sinus",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBH,EN,EN,Adenotome,1,,0,0,,874.442,510(K) Exempt,0,0,1
KBI,EN,EN,"Bougie, Eustachian",1,,0,0,,874.4175,510(K) Exempt,0,0,1
KBJ,EN,EN,"Curette, Adenoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBK,EN,EN,"Curette, Salpingeal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBL,EN,EN,"Depressor, Metal Tongue, Surgical",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBM,EN,EN,"Dissector, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBN,EN,EN,"Gag, Mouth",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBO,EN,EN,"Guillotine, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBP,EN,EN,"Hook, Tonsil Suturing",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBQ,EN,EN,"Knife, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBR,EN,EN,"Needle, Tonsil Suturing",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBS,EN,EN,"Punch, Adenoid",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBT,EN,EN,"Punch, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBW,EN,EN,"Screw, Oral",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBX,EN,EN,"Screw, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KBY,EN,EN,"Set, Filliform, Eustachian",1,,0,0,,874.4175,510(K) Exempt,0,0,1
KBZ,EN,EN,"Snare, Tonsil",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCA,EN,EN,Tonsillectome,1,,0,0,,874.442,510(K) Exempt,0,0,1
KCB,EN,EN,"Tube, Tonsil Suction",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCC,EN,EN,"Bistoury, Tracheal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCD,EN,EN,"Bougie, Esophageal, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCE,SU,SU,"Cannulae, Bronchial",1,,0,0,,878.48,510(K) Exempt,0,0,1
KCF,EN,EN,"Dilator, Esophageal, Ent",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCG,EN,EN,"Dilator, Tracheal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCH,EN,EN,"Hook, Tracheal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCI,EN,EN,"Trocar, Tracheal",1,,0,0,,874.442,510(K) Exempt,0,0,1
KCJ,EN,EN,"Applicator, Ent",1,,1,0,,874.522,510(K) Exempt,0,0,1
KCL,EN,EN,"Blower, Powder, Ent",1,,1,0,,874.522,510(K) Exempt,0,0,1
KCM,EN,EN,"Dropper, Ent",1,,1,0,,874.522,510(K) Exempt,0,0,1
KCN,EN,EN,Ear Wick,1,,1,0,,874.522,510(K) Exempt,0,0,1
KCO,EN,EN,"Nasal Spray, Ent Delivery",1,,1,0,,874.522,510(K) Exempt,0,0,1
KCP,EN,EN,"Syringe, Ent",1,,1,0,,874.522,510(K) Exempt,0,0,1
KCQ,DE,DE,Tube Impression And Matrix,1,,1,0,,872.657,510(K) Exempt,0,0,1
KCR,DE,DE,Facebow,1,,1,0,,872.322,510(K) Exempt,0,0,1
KCS,DE,DE,Pantograph,1,,1,0,,872.373,510(K) Exempt,0,0,1
KCT,HO,HO,"Sterilization Wrap Containers, Trays, Cassettes & Other Accessories",2,,0,1,,880.685,510(K),0,0,1
KCW,SU,SU,"Epilator, High Frequency, Needle-Type",1,,0,0,,878.535,510(K) Exempt,0,0,1
KCX,SU,SU,"Epilator, High Frequency, Tweezer-Type",1,,0,0,,878.536,510(K) Exempt,0,0,1
KCY,SU,SU,"Tourniquet, Pneumatic",1,,0,0,,878.591,510(K) Exempt,0,0,1
KCZ,SU,SU,"Prosthesis, Breast, External, Used With Adhesive",1,,0,0,,878.38,510(K) Exempt,0,0,1
KDA,SU,SU,"Prosthesis, Ptfe/Carbon-Fiber",2,,0,0,,878.35,510(K),1,0,1
KDC,SU,SU,"Instrument, Surgical, Disposable",1,,0,0,,878.48,510(K) Exempt,0,0,1
KDD,SU,SU,"Kit, Surgical Instrument, Disposable",1,,0,0,,878.48,510(K) Exempt,0,0,1
KDG,SU,SU,Chisel (Osteotome),1,,0,0,,878.482,510(K) Exempt,0,0,1
KDH,GU,GU,"Catheter (Gastric, Colonic, Etc.), Irrigation And Aspiration",2,,0,1,,876.598,510(K),0,0,1
KDI,GU,GU,"Dialyzer, High Permeability With Or Without Sealed Dialysate System",2,,0,0,,876.586,510(K),0,1,0
KDJ,GU,GU,"Set, Administration, For Peritoneal Dialysis, Disposable",2,,0,0,,876.563,510(K),0,1,0
KDK,GU,GU,"Container, Transport, Kidney",2,,0,1,,876.588,510(K),0,0,0
KDL,GU,GU,"Set, Perfusion, Kidney, Disposable",2,,0,0,,876.588,510(K),0,0,0
KDM,GU,GU,"Sigmoidoscope, Rigid, Non-Electrical",2,,0,0,,876.15,510(K),0,0,1
KDN,GU,GU,"System, Perfusion, Kidney",2,,0,1,,876.588,510(K),0,0,0
KDO,GU,GU,"Rongeur, Cystoscopic, Hot",2,,0,0,,876.15,510(K),0,0,1
KDP,HO,HO,"Regulator, Vacuum",2,,0,0,,880.674,510(K) Exempt,0,0,1
KDQ,HO,HO,"Bottle, Collection, Vacuum",2,,0,0,,880.674,510(K) Exempt,0,0,1
KDT,PA,PA,"Container, Specimen Mailer And Storage, Sterile",1,,0,0,,864.325,510(K) Exempt,0,0,1
KDW,PA,PA,"Container, Specimen Mailer And Storage, Temperature Controlled, Sterile",1,,0,0,,864.325,510(K) Exempt,0,0,1
KDX,PA,PA,"Solution, Decalcifier, Acid Containing",1,,1,0,,864.401,510(K) Exempt,0,0,1
KDY,PA,PA,"Agent, Chelating For Decalcification",1,,1,0,,864.401,510(K) Exempt,0,0,1
KDZ,PA,PA,"Device, Decalcifier, Electrolytic",1,,1,0,,864.301,510(K) Exempt,0,0,1
